"ID","Component","Status","Summary","AllLabels","OS","Opened","OpenedTimestamp","CVE","Security_Severity","MergedInto"
"326622","","WontFix","Race in WebCore::HTMLScriptRunner::executeParsingBlockingScript","Clusterfuzz, M-31, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 06, 2013 21:18:44","1386364724","","High",""
"326854","Blink>Forms","Fixed","Heap-use-after-free in WebCore::FormAssociatedElement::formRemovedFromTree","CVE-2013-6641, CVE-2013-6664, M-32, Merge-Merged-1700, OS-All, Pri-1, Release-0-M32, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-ThreadSanitizer, Type-Bug-Security, allpublic, reward-paid","All","Dec 08, 2013 20:20:32","1386534032","2013-6641, 2013-6664","High",""
"326860","Blink>Layout","Fixed","Heap-use-after-free in WebCore::RenderBlockFlow::determineStartPosition","Clusterfuzz, M-33, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 08, 2013 22:40:50","1386542450","","High",""
"327065","Blink","Fixed","Heap-use-after-free in StyleResolver::applyMatchedProperties","Clusterfuzz, M-33, Merge-merged-1750, Nag, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 09, 2013 19:34:34","1386617674","","High",""
"327070","Blink>Layout","Fixed","ASSERTION FAILED: !m_hasBadParent, Heap-use-after-free in WebCore::InlineBox::nextLeafChild","Clusterfuzz, M-40, Merge-merged-2214, Nag, OS-All, Pri-1, Release-0-M40, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 09, 2013 19:51:23","1386618683","","High",""
"327089","Internals>Skia","Duplicate","Heap-buffer-overflow in S32A_Opaque_BlitRow32_SSE2","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 09, 2013 20:50:27","1386622227","","High",""
"327113","Blink>Layout","Duplicate","Heap-use-after-free in WebCore::RenderBox::enclosingFloatPaintingLayer","Clusterfuzz, M-33, Nag, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 09, 2013 22:00:21","1386626421","","High","245727"
"327372","Internals>Skia","Fixed","Heap-buffer-overflow in SkDisplacementMapEffect::onFilterImage","Clusterfuzz, M-33, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 10, 2013 17:04:09","1386695049","","High",""
"327715","Blink>Forms","Duplicate","Heap-use-after-free in WebCore::FormAssociatedElement::formRemovedFromTree","Clusterfuzz, M-31, M-32, Merge-na, OS-All, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 11, 2013 16:26:05","1386779165","","High","326854"
"327720","Internals>Network","Fixed","Heap-use-after-free in chrome_browser_net::GetDataReductionRequestType","Clusterfuzz, M-33, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 11, 2013 16:36:42","1386779802","","High",""
"327729","Blink>SVG","Fixed","Heap-use-after-free in WebCore::SVGPropertyTearOff<WebCore::SVGMatrix>::detachWrapper","Clusterfuzz, M-31, M-32, Merge-Merged-1700, OS-All, Pri-1, Release-0-M32, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 11, 2013 16:58:27","1386781107","","High",""
"328456","Blink>Forms","Fixed","ASSERTION FAILED: !m_deletionHasBegun, UNKNOWN in WebCore::FormAssociatedElement::formRemovedFromTree","Clusterfuzz, M-32, Merge-Merged-1700, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 13, 2013 18:19:42","1386958782","","High",""
"328543","Blink>Speech","Duplicate","Crash in tts_controller.cc triggered by specific web speech synthesis api sequence","M-33, Nag, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic, reward-ineligible","All","Dec 13, 2013 22:06:59","1386972419","","High","329651"
"328933","Internals>Skia","Duplicate","Heap-buffer-overflow in SA8_alpha_D32_filter_DX","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 16, 2013 19:04:18","1387220658","","High",""
"328934","Internals>Skia","Duplicate","UNKNOWN in __sanitizer::internal_memcpy","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 16, 2013 19:05:35","1387220735","","High",""
"328935","Internals>Skia","Duplicate","Heap-buffer-overflow in downsampleby2_proc4444","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 16, 2013 19:06:11","1387220771","","High",""
"329238","Blink>Layout","Fixed","Heap-use-after-free in WebCore::RenderBlockFlow::computeBlockDirectionPositionsForLine","Clusterfuzz, M-33, Merge-merged-1750, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 17, 2013 16:42:33","1387298553","","High",""
"329254","Internals>Skia","Fixed","Global-buffer-overflow in SkMallocPixelRef::SkMallocPixelRef","Clusterfuzz, M-33, Merge-merged-1750, OS-All, Pri-1, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 17, 2013 18:03:24","1387303404","","High",""
"329547","Blink>Fonts","Fixed","Heap-buffer-overflow in ReadHuffmanCode","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 18, 2013 16:36:15","1387384575","","High",""
"329651","Blink>Speech","Fixed","UAF: Utterance should not keep a raw pointer to TtsMessageFilter","IPCFuzz, M-33, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Dec 18, 2013 22:14:55","1387404895","","High",""
"329978","UI>Browser>Autofill","Fixed","AutofillHostMsg_ShowPasswordSuggestions: validate that suggestions.size() == realms.size()","IPCFuzz, M-32, Merge-Merged-1700, Merge-merged-1750, OS-All, Pri-1, Release-1-M32, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Dec 19, 2013 20:21:10","1387484470","","High",""
"330222","Internals>GPU","Fixed","UNKNOWN in TIntermSymbol::TIntermSymbol","Clusterfuzz, M-33, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 20, 2013 16:38:55","1387557535","","High",""
"330293","Blink>SVG","Fixed","UNKNOWN in SkRegion::setPath","CVE-2013-6648, Clusterfuzz, External-Fuzzer-Contribution, M-32, Merge-Merged-1700, Merge-merged-1750, Nag, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-3000","All","Dec 20, 2013 21:11:16","1387573876","2013-6648","High",""
"330420","Blink>Layout, Blink>SVG","Fixed","ASSERTION FAILED: m_stateStack.size() == 1, Heap-use-after-free in WebCore::ScrollView::paint","CVE-2013-6649, M-32, Merge-Merged-1700, Merge-merged-1750, OS-All, Pri-1, Release-1-M32, ReleaseBlock-Stable, Reward-1000, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-paid","All","Dec 21, 2013 20:38:04","1387658284","2013-6649","High",""
"330459","Blink>Layout","Duplicate","Security: Use-After-Free in RenderGrid::minContentForChild","M-33, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Dec 22, 2013 23:41:35","1387755695","","High","313293"
"330626","Blink>Layout","Fixed","Heap-use-after-free in WebCore::RenderInline::willBeDestroyed","CVE-2014-1722, Clusterfuzz, External-Fuzzer-Contribution, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-2000, reward-inprocess","All","Dec 24, 2013 20:55:09","1387918509","2014-1722","High",""
"330660","Blink>Speech","Fixed","use-after-free in SpeechRecognitionBubbleView::GetAnchorRect","M-33, M-34, Merge-Merged-1847, Merge-merged-1750, OS-Windows, Pri-1, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-500","Windows","Dec 25, 2013 19:26:33","1387999593","","High",""
"330750","Blink>Layout","Fixed","ASSERTION FAILED: obj->isRenderInline() || obj == this, UNKNOWN in WebCore::RenderBlockFlow::createLineBoxes","Clusterfuzz, M-33, Merge-merged-1750, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 26, 2013 22:13:41","1388096021","","High",""
"331029","Blink>Layout","Duplicate","Heap-use-after-free in WebCore::RenderInline::continuationBefore","M-33, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","","Dec 30, 2013 10:29:11","1388399351","","High","330626"
"331253","Blink>Fonts","Fixed","Use-after-free in v8::HandleScope::HandleScope","Clusterfuzz, Hotlist-SyzyASAN, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 01, 2014 15:16:01","1388589361","","High",""
"331389","Internals>Media>FFmpeg","Fixed","Heap-use-after-free in er_supported","M-33, Merge-merged-1750, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 02, 2014 21:08:20","1388696900","","High",""
"331444","Blink>JavaScript","Fixed","[LangFuzz] Crash at v8::internal::StoreBuffer::Compact with invalid write","CVE-2013-6650, M-32, Merge-Merged-1700, Merge-merged-1750, Missing_Impact-1, OS-Linux, Pri-1, Security_Severity-High, Type-Bug-Security, Via-Wizard, allpublic, reward-3000","Linux","Jan 03, 2014 02:00:03","1388714403","2013-6650","High",""
"331512","Internals>Skia","Duplicate","Global-buffer-overflow in SkMallocPixelRef::SkMallocPixelRef","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 03, 2014 13:16:50","1388755010","","High",""
"331790","","Fixed","Security: use-after-free in content::WebContentsImpl::~WebContentsImpl","CVE-2013-6653, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, ReleaseBlock-Stable, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 06, 2014 14:05:47","1389017147","2013-6653","High",""
"332675","Internals>Plugins","Fixed","Use-after-free in plugins::PluginPlaceholder::UpdateMessage","Clusterfuzz, Hotlist-SyzyASAN, Missing_Impact-1, OS-All, OS-Android, Pri-1, Security_Severity-High, Type-Bug-Security, allpublic","All, Android","Jan 09, 2014 07:03:33","1389251013","","High",""
"332677","Blink>DOM","Fixed","ASSERTION FAILED: !node || (node->isElementNode()), UNKNOWN in WebCore::toElement","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 09, 2014 07:04:48","1389251088","","High",""
"332957","Blink>WebRTC","Fixed","PartialCircularBuffer is unsafe to use across security boundaries","M-33, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 09, 2014 18:51:42","1389293502","","High",""
"333038","","Fixed","Security: Sandbox escape due to vector length mismatch in ImageHostMsg_DidDownloadImage IPC message","M-32, Merge-Merged, Merge-Merged-1700, Merge-merged-1750, OS-All, Pri-0, Release-1-M32, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 09, 2014 22:03:39","1389305019","","High",""
"333058","Blink>Storage","Fixed","Security: set_state global_handles renderer crash (UAF) with Web Workers and Web SQL","CVE-2014-1702, M-33, M-34, Merge-Merged-1847, Merge-merged-1750, Nag, OS-All, Pri-1, Release-2-M33, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 09, 2014 22:44:04","1389307444","2014-1702","High",""
"333155","","Fixed","Bad cast to XPath::Filter in XPathGrammar.y","M-33, Merge-Merged-1700, Merge-merged-1750, OS-All, Pri-1, Release-1-M32, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 10, 2014 05:48:02","1389332882","","High",""
"333156","Blink>SVG","Fixed","Use-after-free in WebCore::SVGAnimatedProperty::detachAnimatedPropertiesForElement","Clusterfuzz, Hotlist-SyzyASAN, M-32, M-33, Merge-Merged-1700, Merge-merged-1750, OS-All, Pri-1, Release-1-M32, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 10, 2014 05:50:23","1389333023","","High",""
"333378","Blink","Fixed","Heap-use-after-free in WebCore::ResourceFetcher::frame()","M-33, OS-All, Pri-1, ReleaseBlock-Stable, Reward-1000, Security_Impact-Beta, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 10, 2014 19:57:41","1389383861","","High",""
"333431","Blink>SVG","Fixed","ASSERTION FAILED: !node || (node->isSVGElement()), UNKNOWN in WebCore::SVGSMILElement::connectEventBaseConditions","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 10, 2014 22:35:00","1389393300","","High",""
"333885","Blink>WebGL, Internals>GPU>VendorSpecific","Fixed","Stack-use-after-return in _mesa_optimize_program","Clusterfuzz, M-33, Merge-merged-1750, Nag, OS-All, Pri-1, Release-0-M33, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 13, 2014 15:46:02","1389627962","","High",""
"334082","","Fixed","Heap-use-after-free in plugins::PluginPlaceholder::ReplacePlugin","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 14, 2014 00:33:14","1389659594","","High",""
"334274","Blink>Storage>IndexedDB","Fixed","Security: Sandbox escape due to vector length mismatch in IndexedDBHostMsg_DatabasePut IPC message","Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 14, 2014 15:42:33","1389714153","","High",""
"334314","Blink>Storage>IndexedDB","Fixed","IndexedDB: Replace passing identically-sized vectors through IPC with passing pairs/tuples","M-33, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 14, 2014 17:52:53","1389721973","","High",""
"334359","Blink>Loader","Duplicate","Heap-use-after-free in WebCore::reportResourceTiming","Clusterfuzz, OS-All, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 14, 2014 19:31:05","1389727865","","High","333982"
"334725","","Fixed","Heap-use-after-free in WebCore::SpaceSplitString::set","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 15, 2014 18:24:08","1389810248","","High",""
"334897","Internals>Sandbox","Fixed","Security: Windows Sandbox Named Pipe Policy Doesn't Block Relative Paths","CVE-2013-6652, Merge-merged-1750, OS-Windows, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-2000","Windows","Jan 16, 2014 00:58:36","1389833916","2013-6652","High",""
"335133","Blink>Layout","Duplicate","Heap-use-after-free in WebCore::ShapeOutsideInfo::isEnabledFor","Clusterfuzz, M-32, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 16, 2014 16:33:09","1389889989","","High","245727"
"335580","Blink>WebRTC","Duplicate","Heap-use-after-free in cricket::WebRtcVideoMediaChannel::SendFrame","Clusterfuzz, Missing_Impact-1, OS-All, Owner-Triage, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 17, 2014 16:26:49","1389976009","","High","329725"
"335921","Blink>DOM","Fixed","Heap-use-after-free in WebCore::AutofocusTask::performTask","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 18, 2014 19:48:11","1390074491","","High",""
"336436","Blink>SVG","Fixed","Heap-use-after-free in WebCore::V8SVGAnimatedRect::visitDOMWrapper","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 21, 2014 16:27:38","1390321658","","High",""
"336875","Internals>Core","Fixed","Heap-use-after-free in cc::FrameRateController::DidSwapBuffersComplete","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-ThreadSanitizer, Type-Bug-Security, allpublic","All","Jan 22, 2014 19:13:22","1390418002","","High",""
"336921","Blink>Fonts","Duplicate","Heap-use-after-free in WebCore::RefCountedSupplement<WebCore::Document, WebCore::FontFaceSet>::from","Clusterfuzz, M-33, Merge-merged-1750, OS-All, Pri-1, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 22, 2014 21:11:49","1390425109","","High","333378"
"337071","Internals>Plugins>Flash, Internals>Plugins>Pepper","Fixed","UNKNOWN in NetworkASync::QueueDeletion","Clusterfuzz, M-36, M-38, M-39, Merge-na, OS-All, Pri-1, Release-0-M39, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 23, 2014 06:04:03","1390457043","","High",""
"337512","Internals>Skia","Duplicate","Heap-buffer-overflow in SkSrcXfermode::xfer32","Clusterfuzz, M-34, Nag, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 23, 2014 18:17:05","1390501025","","High","337882"
"337562","Blink>Forms","Fixed","Heap-use-after-free in WebCore::HTMLFormElement::removeImgElement","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 23, 2014 20:11:26","1390507886","","High",""
"337746","UI>Browser>Omnibox","Fixed","Security: unicode character can create phishing-friendly address bar","CVE-2014-1723, M-34, Merge-Merged-1847, OS-All, Pri-1, Release-0-M34, Security_Impact-Stable, Security_Severity-High, Team-Security-UX, Type-Bug-Security, allpublic, reward-1500","All","Jan 24, 2014 05:48:24","1390542504","2014-1723","High",""
"337882","","Fixed","Security: ASAN ""heap-buffer-overflow"" in CallBitmapXferProc","CVE-2013-6665, M-33, M-34, Merge-merged-1750, Pri-1, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-2000","","Jan 24, 2014 18:57:44","1390589864","2013-6665","High",""
"338108","Blink>JavaScript","Duplicate","Heap-use-after-free in v8::internal::UseIterator::Advance","Clusterfuzz, M-32, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 25, 2014 17:01:32","1390669292","","High","333058"
"338109","Blink>SVG","Fixed","ASSERTION FAILED: !box || (box->isSVGInlineFlowBox()), UNKNOWN in WebCore::SVGRootInlineBox::layoutCharactersInTextBoxes","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 25, 2014 17:03:09","1390669389","","High",""
"338124","Blink>SVG","Fixed","Heap-use-after-free in elapsed","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-ThreadSanitizer, Type-Bug-Security, allpublic","All","Jan 25, 2014 20:26:48","1390681608","","High",""
"338164","Platform>Extensions","Fixed","Heap-use-after-free in std::_Rb_tree<std::string, std::pair<std::string const, extensions::ExtensionDownloaderDelegate::Pin","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-1809","All","Jan 26, 2014 04:09:40","1390709380","","High",""
"338341","UI>Browser>Search","Fixed","Heap-use-after-free in content::RenderProcessHostImpl::ProcessDied","Clusterfuzz, M-34, Merge-na, OS-All, Pri-2, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 27, 2014 14:58:51","1390834731","","High",""
"338345","Internals, Platform>Apps>BrowserTag","Fixed","Heap-use-after-free in content::WebContentsImpl::CreateNewWindow","Clusterfuzz, M-34, Merge-na, OS-All, Pri-0, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 27, 2014 15:08:21","1390835301","","High",""
"338393","Internals>Media","Fixed","Heap-use-after-free in content::GpuChannelHost::Send","Clusterfuzz, M-32, M-33, OS-Android, Pri-1, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Android","Jan 27, 2014 17:47:38","1390844858","","High",""
"338532","Internals>Network","Fixed","UNKNOWN in /usr/lib/x86_64-linux-gnu/libstdc++.so.6+0x6441f","Clusterfuzz, Merge-Merged, Merge-merged-1750, OS-All, Pri-0, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 27, 2014 23:32:49","1390865569","","High",""
"338539","Internals>Network","Duplicate","UNKNOWN in /usr/lib/x86_64-linux-gnu/libstdc++.so.6+0x6441f","Clusterfuzz, M-34, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 27, 2014 23:49:11","1390866551","","High","338532"
"338561","Internals>Media","Fixed","Heap-use-after-free in content::MediaStreamManager::FinalizeEnumerateDevices","Clusterfuzz, M-33, Merge-Merged, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 28, 2014 00:57:59","1390870679","","High",""
"338963","Platform>Extensions","Duplicate","Crash in extensions::ExtensionDownloader::OnCRXFetchComplete","M-34, OS-Chrome, Pri-2, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","Chrome","Jan 29, 2014 03:20:27","1390965627","","High","338164"
"339314","Internals>Media>Video","Fixed","Heap-use-after-free in content::VideoCaptureController::DoIncomingCapturedI420BufferOnIOThread","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 30, 2014 02:10:08","1391047808","","High",""
"339337","","Fixed","Use RefPtr in PageWidgetDelegate and guard RenderView","M-33, Merge-Merged, Merge-merged-1750, OS-All, Pri-1, Release-0-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 30, 2014 05:14:23","1391058863","","High",""
"339498","Platform>NaCl","Fixed","Heap-use-after-free in CacheCreator::DoCallback","Clusterfuzz, M-33, Merge-na, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 30, 2014 15:55:00","1391097300","","High",""
"339610","Blink>Canvas","Fixed","Heap-use-after-free in WebCore::Canvas2DLayerBridge::freeReleasedMailbox","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 30, 2014 21:39:20","1391117960","","High",""
"339614","","Duplicate","Heap-use-after-free in content::WebContentsObserver::web_contents","Clusterfuzz, Missing_Impact-2, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jan 30, 2014 21:53:42","1391118822","","High","338345"
"339993","Blink>SVG","Fixed","ASSERTION FAILED: !box || (box->isSVGInlineFlowBox()), UNKNOWN in WebCore::SVGRootInlineBox::layoutCharactersInTextBoxes","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 03:45:53","1391226353","","High",""
"339994","Internals>Media","Fixed","Heap-use-after-free in std::_Rb_tree<std::pair<int, media::AudioParameters>, std::pair<std::pair<int, media::AudioParameter","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-ThreadSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 03:47:53","1391226473","","High",""
"339995","Blink>WebGL, Internals>GPU","WontFix","UNKNOWN in _swrast_map_renderbuffers","Clusterfuzz, M-35, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, wip","All","Feb 01, 2014 03:49:34","1391226574","","High",""
"339996","Blink>Layout, Blink>Loader","WontFix","Heap-use-after-free in WebCore::FrameView::isSubtreeLayout","Clusterfuzz, M-34, Nag, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 03:53:10","1391226790","","High",""
"339998","Platform>Extensions, UI>Notifications","Duplicate","Heap-use-after-free in message_center::MessagePopupCollection::MarkAllPopupsShown","Clusterfuzz, M-34, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 04:27:28","1391228848","","High","327363"
"340000","Blink>WebRTC","Duplicate","Heap-use-after-free in std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 04:31:05","1391229065","","High","338848"
"340001","Blink>CSS","Fixed","Heap-use-after-free in WebCore::CSSParserValueList::~CSSParserValueList","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 04:33:04","1391229184","","High",""
